conj.由于，因为,because,[bɪˈkɒz],http://sound.yywz123.com/qsbdcword/b/because.mp3
adj.下一个，紧接的，其次的,next,[nekst],http://sound.yywz123.com/qsbdcword/n/next.mp3
vi.开始，着手；vt. 开始,begin,[bɪˈgɪn],http://sound.yywz123.com/qsbdcword/b/begin.mp3
adj.另外的，其他的,other,[ˈʌðə(r)],http://sound.yywz123.com/qsbdcword/o/other.mp3
n.市镇，城镇,town,[taʊn],http://sound.yywz123.com/qsbdcword/t/town.mp3
n.故事，小说；楼层（=storey）；新闻报道,story,[ˈstɔ:ri],http://sound.yywz123.com/qsbdcword/s/story.mp3
adj.使激动的；兴奋的,exciting,[ɪkˈsaɪtɪŋ],http://sound.yywz123.com/qsbdcword/e/exciting.mp3
n.空气,air,[eə(r)],http://sound.yywz123.com/qsbdcword/a/air.mp3
conj.如果；n.条件，设想,if,[ɪf],http://sound.yywz123.com/qsbdcword/i/if.mp3
vt.保存，保留；vi. 保持；继续不断,keep,[ki:p],http://sound.yywz123.com/qsbdcword/k/keep.mp3
n.比赛，竞赛；火柴；vt. 使比赛；使相配；vi. 比赛；匹配；相配,match,[mætʃ],http://sound.yywz123.com/qsbdcword/m/match.mp3
adj.节日的，喜庆的，快乐的；n.节日，庆祝及祭祀，欢宴,festival,[ˈfestɪvl],http://sound.yywz123.com/qsbdcword/f/festival.mp3
adj.美妙的；了不起的,wonderful,[ˈwʌndəfl],http://sound.yywz123.com/qsbdcword/w/wonderful.mp3
n.（ [pl.] children）小孩，儿童；儿女,child,[tʃaɪld],http://sound.yywz123.com/qsbdcword/c/child.mp3
conj.（用于形容词，副词的比较级之后）比,than,[ðən],http://sound.yywz123.com/qsbdcword/t/than.mp3
adv.有时，不时,sometimes,[ˈsʌmtaɪmz],http://sound.yywz123.com/qsbdcword/s/sometimes.mp3
adv.总是，无例外地；永远，始终,always,[ˈɔ:lweɪz],http://sound.yywz123.com/qsbdcword/a/always.mp3
n.周末，周末假期,weekend,[ˌwi:kˈend],http://sound.yywz123.com/qsbdcword/w/weekend.mp3
adv.一起，共同，相结合，同时地，协调地；adj.头脑清楚的，镇定的,together,[təˈgeðə(r)],http://sound.yywz123.com/qsbdcword/t/together.mp3
n.成员，会员，部位,member,[ˈmembə(r)],http://sound.yywz123.com/qsbdcword/m/member.mp3
n./vi.（滑）冰鞋；滑冰,skate,[skeɪt],http://sound.yywz123.com/qsbdcword/s/skate.mp3
adv./n.明天,tomorrow,[təˈmɒrəʊ],http://sound.yywz123.com/qsbdcword/t/tomorrow.mp3
adv.从不，决不，不曾；,never,[ˈnevə(r)],http://sound.yywz123.com/qsbdcword/n/never.mp3
n.重量，体重，重担,weight,[weɪt],http://sound.yywz123.com/qsbdcword/w/weight.mp3
n.昨天，昨日；adv.昨天，昨日,yesterday,[ˈjestədeɪ],http://sound.yywz123.com/qsbdcword/y/yesterday.mp3
n.太空，宇宙空间,space,[speɪs],http://sound.yywz123.com/qsbdcword/s/space.mp3
adj.重的，重型的；沉重的，大量的，猛烈的；adv. 大量地；笨重地,heavy,[ˈhevi],http://sound.yywz123.com/qsbdcword/h/heavy.mp3
n.博物馆，博物院,museum,[mjuˈzi:əm],http://sound.yywz123.com/qsbdcword/m/museum.mp3
adv.仅仅，只是；刚刚,just,[dʒʌst],http://sound.yywz123.com/qsbdcword/j/just.mp3
adv.很快地，迅速地,quickly,[ˈkwɪkli],http://sound.yywz123.com/qsbdcword/q/quickly.mp3
n.工作，职位；零活，一件工作；任务，职责,job,[dʒɒb],http://sound.yywz123.com/qsbdcword/j/job.mp3
adv.不久；很快,soon,[su:n],http://sound.yywz123.com/qsbdcword/s/soon.mp3
vt.教，讲授；教导（训）；vi.讲课，当教师,teach,[ti:tʃ],http://sound.yywz123.com/qsbdcword/t/teach.mp3
n.爱，爱情，喜欢；vt.爱，热爱；爱好，喜欢,love,[lʌv],http://sound.yywz123.com/qsbdcword/l/love.mp3
adv.大声地,loudly,[laʊdlɪ],http://sound.yywz123.com/qsbdcword/l/loudly.mp3
adj.安全的，可靠的，平安的，无害的，稳健的，有把握的；n.保险箱，冷藏室,safe,[seɪf],http://sound.yywz123.com/qsbdcword/s/safe.mp3
n.网球，网球运动,tennis,[ˈtenɪs],http://sound.yywz123.com/qsbdcword/t/tennis.mp3
n.地址，演讲；vt.写姓名地址，演说,address,[əˈdres],http://sound.yywz123.com/qsbdcword/a/address.mp3
n.横渡(大海)；交叉点，十字路口；人行道,crossing,[ˈkrɒsɪŋ],http://sound.yywz123.com/qsbdcword/c/crossing.mp3
n.路，道路；方法，手段,way,[weɪ],http://sound.yywz123.com/qsbdcword/w/way.mp3
n.邮政；邮局；vt.投寄，邮寄,post,[pəʊst],http://sound.yywz123.com/qsbdcword/p/post.mp3
adj.错误的，有毛病的,wrong,[rɒŋ],http://sound.yywz123.com/qsbdcword/w/wrong.mp3
"vt.（spent,spent）花费，浪费，度过；vi. 花钱；用尽，耗尽",spend,[spend],http://sound.yywz123.com/qsbdcword/s/spend.mp3
n.分钟,minute,['mɪnɪt],http://sound.yywz123.com/qsbdcword/m/minute.mp3
n.（pl.tomatoes）西红柿；蕃茄,tomato,[təˈmɑ:təʊ],http://sound.yywz123.com/qsbdcword/t/tomato.mp3
n.桃子,peach,[pi:tʃ],http://sound.yywz123.com/qsbdcword/p/peach.mp3
n.干酪，乳酪，奶酪,cheese,[tʃi:z],http://sound.yywz123.com/qsbdcword/c/cheese.mp3
热狗,hot dog,[hɔt dɔɡ],http://sound.yywz123.com/qsbdcword/h/hot dog.mp3
n.电冰箱,fridge,[frɪdʒ],http://sound.yywz123.com/qsbdcword/f/fridge.mp3
n.洋葱；洋葱头,onion,[ˈʌnjən],http://sound.yywz123.com/qsbdcword/o/onion.mp3
n.柠檬水,lemonade,[ˌleməˈneɪd],http://sound.yywz123.com/qsbdcword/l/lemonade.mp3
n.头痛，令人头痛之事,headache,[ˈhedeɪk],http://sound.yywz123.com/qsbdcword/h/headache.mp3
vt.意指；指示；vi.用意；adj.平均的；卑鄙的；,mean,[mi:n],http://sound.yywz123.com/qsbdcword/m/mean.mp3
adv.常常，经常，通常,often,[ˈɒfn],http://sound.yywz123.com/qsbdcword/o/often.mp3
prep.…的；在…之中；用…制的；关于…的,of,[əv],http://sound.yywz123.com/qsbdcword/o/of.mp3
aux./v.必须；很可能；一定要；n.必须做的事,must,[məst],http://sound.yywz123.com/qsbdcword/m/must.mp3
prep. 过；经过；adv. 经过，超过；adj. 过去的，以前的；n.过去；昔日；往事,past,[pɑ:st],http://sound.yywz123.com/qsbdcword/p/past.mp3
adj.最近的（near的最高级）,nearest,['nɪərɪst],http://sound.yywz123.com/qsbdcword/n/nearest.mp3
n.歌，曲，鸣声，歌唱，歌曲，诗歌,song,[sɒŋ],http://sound.yywz123.com/qsbdcword/s/song.mp3
n.（colour）颜色；彩色；颜料；vt.渲染；把...涂颜色；vi.脸红；着色；影响,color,['kʌlə(r)],http://sound.yywz123.com/qsbdcword/c/color.mp3
n.蜡烛；烛形物；烛光,candle,[ˈkændl],http://sound.yywz123.com/qsbdcword/c/candle.mp3
vt.检查；核对；vi.核实，查核；中止；n.（美）支票；制止,check,[tʃek],http://sound.yywz123.com/qsbdcword/c/check.mp3
adj.前面的；n.前面，正面；前线；vt.面对，朝向；vi.朝向,front,[frʌnt],http://sound.yywz123.com/qsbdcword/f/front.mp3
pron.某事，某物；被视为有意义的事物,something,[ˈsʌmθɪŋ],http://sound.yywz123.com/qsbdcword/s/something.mp3
n.(woman的复数)妇女,women,[ˈwɪmɪn],http://sound.yywz123.com/qsbdcword/w/women.mp3
adj.有趣的，好笑的，滑稽的,funny,[ˈfʌni],http://sound.yywz123.com/qsbdcword/f/funny.mp3
n.先生（用于男子姓名前）（=mister）,Mr,['mɪstə(r)],http://sound.yywz123.com/qsbdcword/M/Mr.mp3
（=he is）他是,he's,[hi:z],http://sound.yywz123.com/qsbdcword/h/he's.mp3
adj.灵巧的，精明的，潇洒的，时髦的,smart,[smɑ:t],http://sound.yywz123.com/qsbdcword/s/smart.mp3
n.声音，声响；vi.听起来，发声；vt.听（诊）；测量，测…深；,sound,[saʊnd],http://sound.yywz123.com/qsbdcword/s/sound.mp3
adv.(口语)是的；嗯(yes),yeah,[jeə],http://sound.yywz123.com/qsbdcword/y/yeah.mp3
vt.选择，宁愿，欲；vi. 选择，喜欢,choose,[tʃu:z],http://sound.yywz123.com/qsbdcword/c/choose.mp3
n.许多；好些,lot,[lɒt],http://sound.yywz123.com/qsbdcword/l/lot.mp3
n.沙拉，色拉（西餐中的一种凉拌菜）,salad,[ˈsæləd],http://sound.yywz123.com/qsbdcword/s/salad.mp3
n.汤（不可数）,soup,[su:p],http://sound.yywz123.com/qsbdcword/s/soup.mp3
n.烤面包（片），吐司；祝酒；vt.烘；（向…）祝酒；vi.烤火，取暖；使暖和；烘烤（面包片等）,toast,[təʊst],http://sound.yywz123.com/qsbdcword/t/toast.mp3
n.混合物，混乱；vt.混合，弄混，vi.参与；相混合；交往,mix,[mɪks],http://sound.yywz123.com/qsbdcword/m/mix.mp3
n./adj.北；北方（的）,north,[nɔ:θ],http://sound.yywz123.com/qsbdcword/n/north.mp3
n.南，南方,south,[saʊθ],http://sound.yywz123.com/qsbdcword/s/south.mp3
n.一片，一张，一根，一块,piece,[pi:s],http://sound.yywz123.com/qsbdcword/p/piece.mp3
n.西；西方,west,[west],http://sound.yywz123.com/qsbdcword/w/west.mp3
n.买东西，购物,shopping,[ˈʃɒpɪŋ],http://sound.yywz123.com/qsbdcword/s/shopping.mp3
adj.足够的；adv.足够地，完全地；pron.足够，受够,enough,[ɪˈnʌf],http://sound.yywz123.com/qsbdcword/e/enough.mp3
n.泰国,Thailand,['taɪlænd],http://sound.yywz123.com/qsbdcword/T/Thailand.mp3
adj.健康的，健壮的；有益健康的，合乎卫生的,healthy,[ˈhelθi],http://sound.yywz123.com/qsbdcword/h/healthy.mp3
n.美利坚合众国，美国（=U.S.A.）,USA,[ˌju:es'eɪ],http://sound.yywz123.com/qsbdcword/U/USA.mp3
n.页，页码,page,[peɪdʒ],http://sound.yywz123.com/qsbdcword/p/page.mp3
n.篮球，篮球运动,basketball,[ˈbɑ:skɪtbɔ:l],http://sound.yywz123.com/qsbdcword/b/basketball.mp3
n.东，东方；adj.东方的,east,[i:st],http://sound.yywz123.com/qsbdcword/e/east.mp3
n.结束，终点，目标；vt.&vi.结束，终结，终止,end,[end],http://sound.yywz123.com/qsbdcword/e/end.mp3
adj.坏的，不健康的，不利的,bad,[bæd],http://sound.yywz123.com/qsbdcword/b/bad.mp3
n.钟（铃）声；铃，钟，钟状物,bell,[bel],http://sound.yywz123.com/qsbdcword/b/bell.mp3
n.手套；vt.给...戴手套,glove,[glʌv],http://sound.yywz123.com/qsbdcword/g/glove.mp3
n.礼物，现在；adj.当面的，出席的，现在的；vt.赠送，提出，呈现,present,[ˈpreznt],http://sound.yywz123.com/qsbdcword/p/present.mp3
n.精选，掘；鹤嘴锄；vt.摘，掘，凿，挑选，挖，挑剔；vi. 摘，掘，凿，挖，挑选,pick,[pɪk],http://sound.yywz123.com/qsbdcword/p/pick.mp3
n.冬天，冬季,winter,[ˈwɪntə(r)],http://sound.yywz123.com/qsbdcword/w/winter.mp3
n.感冒，寒冷；adj.寒冷的，冷淡的，冷静的；adv.完全地,cold,[kəʊld],http://sound.yywz123.com/qsbdcword/c/cold.mp3
n.风；vt.&vi.绕，缠；上发条，旋紧,wind,[wɪnd],http://sound.yywz123.com/qsbdcword/w/wind.mp3
n.雪；vi.下雪,snow,[snəʊ],http://sound.yywz123.com/qsbdcword/s/snow.mp3
n.（常用复数socks） 袜子；vt.重击，痛打，给穿袜子,sock,[sɒk],http://sound.yywz123.com/qsbdcword/s/sock.mp3
n.窗子，窗户,window,[ˈwɪndəʊ],http://sound.yywz123.com/qsbdcword/w/window.mp3
n.步行，散步；vt.散步；走过；vi.走，步行；散步,walk,[wɔ:k],http://sound.yywz123.com/qsbdcword/w/walk.mp3
n.碗，钵；碗状物，盆,bowl,[bəʊl],http://sound.yywz123.com/qsbdcword/b/bowl.mp3
n.夏天，夏季,summer,[ˈsʌmə(r)],http://sound.yywz123.com/qsbdcword/s/summer.mp3
n.小鸡，幼雏；小孩；adj.胆小的，懦弱的,chick,[tʃɪk],http://sound.yywz123.com/qsbdcword/c/chick.mp3
n.熊；vt.忍受，负荷；结果实，生子女；vi. 承受；结果实,bear,[beə(r)],http://sound.yywz123.com/qsbdcword/b/bear.mp3
n.母牛，奶牛,cow,[kaʊ],http://sound.yywz123.com/qsbdcword/c/cow.mp3
n.大象,elephant,[ˈelɪfənt],http://sound.yywz123.com/qsbdcword/e/elephant.mp3
n.羊；绵羊,sheep,[ʃi:p],http://sound.yywz123.com/qsbdcword/s/sheep.mp3
n.门,door,[dɔ:(r)],http://sound.yywz123.com/qsbdcword/d/door.mp3
n.长沙发，沙发,sofa,[ˈsəʊfə],http://sound.yywz123.com/qsbdcword/s/sofa.mp3
n.电梯；vt.举起；抬起,lift,[lɪft],http://sound.yywz123.com/qsbdcword/l/lift.mp3
adj.最后的，刚过去的；adv.最后；n.最后；v.持续,last,[lɑ:st],http://sound.yywz123.com/qsbdcword/l/last.mp3
n.事情；问题；麻烦事，毛病；vi.有关系；要紧,matter,[ˈmætə(r)],http://sound.yywz123.com/qsbdcword/m/matter.mp3
n.夫人，女士,madam,[ˈmædəm],http://sound.yywz123.com/qsbdcword/m/madam.mp3
adj.最多的（many，much的最高级）,most,[məʊst],http://sound.yywz123.com/qsbdcword/m/most.mp3
n.规则；vt.统治；管理；vi.统治；管辖,rule,[ru:l],http://sound.yywz123.com/qsbdcword/r/rule.mp3
vt.记得，记住；记录，纪念；代…致意，代…问好；vi.记得,remember,[rɪˈmembə(r)],http://sound.yywz123.com/qsbdcword/r/remember.mp3
n.儿子,son,[sʌn],http://sound.yywz123.com/qsbdcword/s/son.mp3
adj.静止的，寂静的；adv.还，仍然；更；安静地,still,[stɪl],http://sound.yywz123.com/qsbdcword/s/still.mp3
n.[口]照片 （=photograph）,photo,[ˈfəʊtəʊ],http://sound.yywz123.com/qsbdcword/p/photo.mp3
n.(口语telephone)电话，电话机；vt.&vi.打电话,phone,[fəʊn],http://sound.yywz123.com/qsbdcword/p/phone.mp3
num.第二；adj.第二的；别的；n.第二；秒；片刻,second,[ˈsekənd],http://sound.yywz123.com/qsbdcword/s/second.mp3
n.玩的时候，课间休息的时候，娱乐时间,playtime,[ˈpleɪtaɪm],http://sound.yywz123.com/qsbdcword/p/playtime.mp3
n.父母，父母亲，根源,parent,[ˈpeərənt],http://sound.yywz123.com/qsbdcword/p/parent.mp3
n.今天晚上；adv.今晚，今夜,tonight,[təˈnaɪt],http://sound.yywz123.com/qsbdcword/t/tonight.mp3
vt.送给，传，寄，派遣；发射；使陷于；vi.寄信；派人；播送,send,[send],http://sound.yywz123.com/qsbdcword/s/send.mp3
n.木头；木材；(pl.)树林,wood,[wʊd],http://sound.yywz123.com/qsbdcword/w/wood.mp3
n.世界,world,[wɜ:ld],http://sound.yywz123.com/qsbdcword/w/world.mp3
n.美元，元(加拿大、澳大利亚等国货币单位),dollar,[ˈdɒlə(r)],http://sound.yywz123.com/qsbdcword/d/dollar.mp3
n.地面；（楼的）层,floor,[flɔ:(r)],http://sound.yywz123.com/qsbdcword/f/floor.mp3
adj.伟大的，优异的，很多的；重大的；adv.很好地；顺利地；n.伟大人物；大师；,great,[greɪt],http://sound.yywz123.com/qsbdcword/g/great.mp3
vt.听见，听到；听说；vi.听；听见,hear,[hɪə(r)],http://sound.yywz123.com/qsbdcword/h/hear.mp3
pron.他（宾格）,him,[hɪm],http://sound.yywz123.com/qsbdcword/h/him.mp3
vt./vi. 讲；说话；演说；发言,speak,[spi:k],http://sound.yywz123.com/qsbdcword/s/speak.mp3
abbr.（=Physical Education）体育，体育课,P.E,[ˌpi:'i:],http://sound.yywz123.com/qsbdcword/P/P.E.mp3
adv.真，真正；确实，果真；实际上；事实上,really,[ˈri:əli],http://sound.yywz123.com/qsbdcword/r/really.mp3
adj.肯定的；一定会…的；有信心的，有把握的,sure,[ʃʊə(r)],http://sound.yywz123.com/qsbdcword/s/sure.mp3
adj.准备好的，乐意的，情愿的,ready,[ˈredi],http://sound.yywz123.com/qsbdcword/r/ready.mp3
n.裙子,skirt,[skɜ:t],http://sound.yywz123.com/qsbdcword/s/skirt.mp3
adv.错误地,wrongly,[ˈrɒŋli],http://sound.yywz123.com/qsbdcword/w/wrongly.mp3
n.牙疼；牙痛,toothache,[ˈtu:θeɪk],http://sound.yywz123.com/qsbdcword/t/toothache.mp3
n.兴趣；有趣的事；,fun,[fʌn],http://sound.yywz123.com/qsbdcword/f/fun.mp3
adj.忙的；繁忙的,busy,[ˈbɪzi],http://sound.yywz123.com/qsbdcword/b/busy.mp3
vt.拿，搬，运等；vi. 能达到；被携带；被搬运,carry,[ˈkæri],http://sound.yywz123.com/qsbdcword/c/carry.mp3
adj.更好的(good和well的比较级)；更熟练的；好的；健康的； adv.更好地；更妥；更恰当,better,[ˈbetə(r)],http://sound.yywz123.com/qsbdcword/b/better.mp3
n.房屋,house,[haʊs],http://sound.yywz123.com/qsbdcword/h/house.mp3
adj.饥饿的，荒年的，渴望的，不毛的,hungry,[ˈhʌŋgri],http://sound.yywz123.com/qsbdcword/h/hungry.mp3
n.片刻，瞬间，时刻；机会，时机,moment,[ˈməʊmənt],http://sound.yywz123.com/qsbdcword/m/moment.mp3
adj.可爱的，好看的；令人愉快的，美好的,lovely,[ˈlʌvli],http://sound.yywz123.com/qsbdcword/l/lovely.mp3
vi.住，居住；生活；vt. 经历；度过；adj. 活的；生动的；实况转播的,live,[lɪv],http://sound.yywz123.com/qsbdcword/l/live.mp3
pron.我们的(名词性),ours,[ˈaʊəz],http://sound.yywz123.com/qsbdcword/o/ours.mp3
n.邮箱,postbox,[ˈpəʊstbɒks],http://sound.yywz123.com/qsbdcword/p/postbox.mp3
pron.他(她)们的，它们的(名词性),theirs,[ðeəz],http://sound.yywz123.com/qsbdcword/t/theirs.mp3
vt.学习；研究；细看；vi.读书；n.学习；研究,study,[ˈstʌdi],http://sound.yywz123.com/qsbdcword/s/study.mp3
num.第三,third,[θɜ:d],http://sound.yywz123.com/qsbdcword/t/third.mp3
vi.担心；担忧；着急；vt.担心；发愁；n.担心；烦恼；撕咬,worry,[ˈwʌri],http://sound.yywz123.com/qsbdcword/w/worry.mp3
adv.为什么,why,[waɪ],http://sound.yywz123.com/qsbdcword/w/why.mp3
n.日期；枣；vt.确定…年代；和…约会；vi.过时；注明日期,date,[deɪt],http://sound.yywz123.com/qsbdcword/d/date.mp3
n.游戏；运动；比赛,game,[geɪm],http://sound.yywz123.com/qsbdcword/g/game.mp3
n./adj.半，一半，半个,half,[hɑ:f],http://sound.yywz123.com/qsbdcword/h/half.mp3
n.小姐（用于对未婚女性的称呼）,miss,[mɪs],http://sound.yywz123.com/qsbdcword/m/miss.mp3
n.雨衣,raincoat,[ˈreɪnkəʊt],http://sound.yywz123.com/qsbdcword/r/raincoat.mp3
vt.理解，闻知；vi.理解，相信，表示同情,understand,[ˌʌndəˈstænd],http://sound.yywz123.com/qsbdcword/u/understand.mp3
adv./adj.以前（的），以往（的）,ago,[əˈgəʊ],http://sound.yywz123.com/qsbdcword/a/ago.mp3
prep./conj.在…以前,before,[bɪˈfɔ:(r)],http://sound.yywz123.com/qsbdcword/b/before.mp3
adj.昂贵的，花钱多的,expensive,[ɪkˈspensɪv],http://sound.yywz123.com/qsbdcword/e/expensive.mp3
n.鹿,deer,[dɪə(r)],http://sound.yywz123.com/qsbdcword/d/deer.mp3
vt.享受…的乐趣，欣赏，喜爱,enjoy,[ɪnˈdʒɔɪ],http://sound.yywz123.com/qsbdcword/e/enjoy.mp3
n.影片，电影,film,[fɪlm],http://sound.yywz123.com/qsbdcword/f/film.mp3
n.发热，发烧；狂热,fever,[ˈfi:və(r)],http://sound.yywz123.com/qsbdcword/f/fever.mp3
vt.增加；添加；补充说；vi. 加，加起来；增添,add,[æd],http://sound.yywz123.com/qsbdcword/a/add.mp3
n.电影,movie,[ˈmu:vi],http://sound.yywz123.com/qsbdcword/m/movie.mp3
n.孪生子；双胞胎,twins,[twɪnz],http://sound.yywz123.com/qsbdcword/t/twins.mp3
n.练习，作业，运动；v.练习，运动，运用,exercise,[ˈeksəsaɪz],http://sound.yywz123.com/qsbdcword/e/exercise.mp3
adv.一次，曾经；conj.一旦；n.一次,once,[wʌns],http://sound.yywz123.com/qsbdcword/o/once.mp3
vi.赢得，胜利，成功；vt.赢得；在…中获胜；n.赢；胜利,win,[wɪn],http://sound.yywz123.com/qsbdcword/w/win.mp3
adj.困，想睡觉,sleepy,[ˈsli:pi],http://sound.yywz123.com/qsbdcword/s/sleepy.mp3
adj.美国(洲)的；美国人的；n.美国人，美洲人,American,[əˈmerɪkən],http://sound.yywz123.com/qsbdcword/A/American.mp3
n.家务，家事(不可数),housework,[ˈhaʊswɜ:k],http://sound.yywz123.com/qsbdcword/h/housework.mp3
n.榜样，例子,example,[ɪgˈzɑ:mpl],http://sound.yywz123.com/qsbdcword/e/example.mp3
vi.握着，拿着，抱着等；举行；vi.支持；有效；持续,hold,[həʊld],http://sound.yywz123.com/qsbdcword/h/hold.mp3
n.（=dad）爸爸,daddy,[ˈdædi],http://sound.yywz123.com/qsbdcword/d/daddy.mp3
n.芒果,mango,[ˈmæŋgəʊ],http://sound.yywz123.com/qsbdcword/m/mango.mp3
pron.每人，人人，各人（=everybody）,everyone,[ˈevriwʌn],http://sound.yywz123.com/qsbdcword/e/everyone.mp3
pl.裤子，长裤,trousers,[ˈtraʊzəz],http://sound.yywz123.com/qsbdcword/t/trousers.mp3
n.糖果；糖果（sweet的名词复数）；甜食；甜味；（用复数）快乐,sweets,[swi:ts],http://sound.yywz123.com/qsbdcword/s/sweets.mp3
vt.实践，实行，练习，实习，训练；vi. 练习，实践；实施，实行；从事,practise,[ˈpræktɪs],http://sound.yywz123.com/qsbdcword/p/practise.mp3
adj.困难的，艰难的，不容易的,difficult,[ˈdɪfɪkəlt],http://sound.yywz123.com/qsbdcword/d/difficult.mp3
adv.毫不；n.微不足道的人或事；pron.什么也没有,nothing,[ˈnʌθɪŋ],http://sound.yywz123.com/qsbdcword/n/nothing.mp3
n.惊奇，诧异，惊人之事，奇袭；vt.使惊奇，奇袭；adj.令人惊讶的,surprise,[səˈpraɪz],http://sound.yywz123.com/qsbdcword/s/surprise.mp3
n.农场，农庄，牧场；vt.耕作，经营农场；vi.种田，务农,farm,[fɑ:m],http://sound.yywz123.com/qsbdcword/f/farm.mp3
n.故事书,story-book,['stɔ:rɪ bʊk],http://sound.yywz123.com/qsbdcword/s/story-book.mp3
n．笔记本,notebook,[ˈnəʊtbʊk],http://sound.yywz123.com/qsbdcword/n/notebook.mp3
num.三十一,thirty-one,[ˈθɜ:ti:wʌn],http://sound.yywz123.com/qsbdcword/t/thirty-one.mp3
vt.有（用于he、she等第三人称单数主语之后）,has,[həz],http://sound.yywz123.com/qsbdcword/h/has.mp3
num.四十一,forty-one,['fɔ:tɪˌwʌn],http://sound.yywz123.com/qsbdcword/f/forty-one.mp3
n.铅笔盒,pencil-case,['pensəlk'eɪs],http://sound.yywz123.com/qsbdcword/p/pencil-case.mp3
int.嘿；喂（唤起注意，表示惊讶的声音）,hey,[heɪ],http://sound.yywz123.com/qsbdcword/h/hey.mp3
adj./adv.可以，不错，很好；int.好，行；n.同意,OK,[əʊˈkeɪ],http://sound.yywz123.com/qsbdcword/O/OK.mp3
n.(=mum)妈妈,mom,[mɒm],http://sound.yywz123.com/qsbdcword/m/mom.mp3
n.肉饼，汉堡包，纯精牛肉，汉堡牛排,hamburger,[ˈhæmbɜ:gə(r)],http://sound.yywz123.com/qsbdcword/h/hamburger.mp3
int.哇！n.巨大的成功,wow,[waʊ],http://sound.yywz123.com/qsbdcword/w/wow.mp3
n.蚂蚁,ant,[ænt],http://sound.yywz123.com/qsbdcword/a/ant.mp3
n.猜测，推测；vi.猜；推测；猜中；vt.猜测；认为；推测；猜中,guess,[ges],http://sound.yywz123.com/qsbdcword/g/guess.mp3
n.西瓜,watermelon,[ˈwɔ:təmelən],http://sound.yywz123.com/qsbdcword/w/watermelon.mp3
adj.可爱的；聪明的，精明的，伶俐的；漂亮的,cute,[kju:t],http://sound.yywz123.com/qsbdcword/c/cute.mp3
n.英国；abbr.联合王国（United Kingdom）,UK,[ˌju:'keɪ],http://sound.yywz123.com/qsbdcword/U/UK.mp3
n.溜溜球（一种玩具）,yo-yo,['jəʊjəʊ],http://sound.yywz123.com/qsbdcword/y/yo-yo.mp3
n.铅笔盒，文具盒,pencil case,[ˈpensəl keis],http://sound.yywz123.com/qsbdcword/p/pencil case.mp3
n.毛线衣；卫生衫,sweater,[ˈswetə(r)],http://sound.yywz123.com/qsbdcword/s/sweater.mp3
n.玩具(复数),toys,['tɔɪz],http://sound.yywz123.com/qsbdcword/t/toys.mp3
pl.面条,noodles,['nu:dlz],http://sound.yywz123.com/qsbdcword/n/noodles.mp3
n.龙，凶暴的人,dragon,[ˈdrægən],http://sound.yywz123.com/qsbdcword/d/dragon.mp3
adj.可爱的；漂亮的,pretty,[ˈprɪti],http://sound.yywz123.com/qsbdcword/p/pretty.mp3
n.医院,hospital,[ˈhɒspɪtl],http://sound.yywz123.com/qsbdcword/h/hospital.mp3
n.多伦多(加拿大城市),Toronto,[tə'rɒntəʊ],http://sound.yywz123.com/qsbdcword/T/Toronto.mp3
n.雪人,snowman,[ˈsnəʊmæn],http://sound.yywz123.com/qsbdcword/s/snowman.mp3
adv.(…)点钟(与1至12数字连用),o'clock,[əˈklɒk],http://sound.yywz123.com/qsbdcword/o/o'clock.mp3
n.牙齿(tooth的复数),teeth,[ti:θ],http://sound.yywz123.com/qsbdcword/t/teeth.mp3
num.六十,sixty,[ˈsɪksti],http://sound.yywz123.com/qsbdcword/s/sixty.mp3
n.数学,math,[mæθ],http://sound.yywz123.com/qsbdcword/m/math.mp3
n.美术；艺术,art,[ɑ:t],http://sound.yywz123.com/qsbdcword/a/art.mp3
n.鞋子（复数）,shoes,['ʃu:z],http://sound.yywz123.com/qsbdcword/s/shoes.mp3
n.脖子，颈,neck,[nek],http://sound.yywz123.com/qsbdcword/n/neck.mp3
n.海龟，玳瑁；甲鱼肉,turtle,[ˈtɜ:tl],http://sound.yywz123.com/qsbdcword/t/turtle.mp3
n.洗手间,washroom,[ˈwɒʃru:m],http://sound.yywz123.com/qsbdcword/w/washroom.mp3
n.牛仔裤,jeans,[dʒi:nz],http://sound.yywz123.com/qsbdcword/j/jeans.mp3
adj.容易的，缓缓的，舒适的，从容的，宽容的，流畅的，随便的，自在的，疲软的；adv.容易地，慢慢地,easy,[ˈi:zi],http://sound.yywz123.com/qsbdcword/e/easy.mp3
n.棒球；棒球运动,baseball,[ˈbeɪsbɔ:l],http://sound.yywz123.com/qsbdcword/b/baseball.mp3
n.法国，法兰西,France,[frɑ:ns],http://sound.yywz123.com/qsbdcword/F/France.mp3
n.事物，东西，物，用品；事，事件，情况；行为；特征,thing,[θɪŋ],http://sound.yywz123.com/qsbdcword/t/thing.mp3
vt.整理，使整洁；adj.整齐的；相当大的,tidy,[ˈtaɪdi],http://sound.yywz123.com/qsbdcword/t/tidy.mp3
adj.远的，久远的，遥远的；adv.甚远地，很，很晚地,far,[fɑ:(r)],http://sound.yywz123.com/qsbdcword/f/far.mp3
n.测试，试验；vt.测试，试验，接受测验；vi.试验；测试,test,[test],http://sound.yywz123.com/qsbdcword/t/test.mp3
